"query"	"MpTak_v6.1"
"Mp1g06350"	"-"
"Mp1g06360"	"Mp1g06360"
"Mp1g06370"	"Mp1g06370"
"Mp1g06380"	"Mp1g06380"
"Mp1g06390"	"Mp1g06390"
"Mp1g06400"	"Mp1g06400"
"Mp1g06410"	"Mp1g06410"
"Mp1g06420"	"Mp1g06420"
"Mp1g06430"	"Mp1g06430"
"Mp1g06440"	"Mp1g06440"
"Mp1g06445"	"Mp1g06445"
"Mp1g06450"	"Mp1g06450"
"Mp1g06460"	"Mp1g06460"
"Mp1g06470"	"Mp1g06470"
"Mp1g06480"	"Mp1g06480"
"Mp1g06490"	"Mp1g06490"
"Mp1g06500"	"Mp1g06500"
"Mp1g06510"	"Mp1g06510"
"Mp1g06520"	"Mp1g06520"
"Mp1g06530"	"Mp1g06530"
"Mp1g06540"	"Mp1g06540"
"Mp1g06550"	"Mp1g06550"
"Mp1g06560"	"Mp1g06560"
"Mp1g06570"	"-"
"Mp1g06580"	"Mp1g06580"
"Mp1g06590"	"-"
"Mp1g06600"	"Mp1g06600"
"Mp1g06605a"	"Mp1g06605a"
"Mp1g06610"	"Mp1g06610"
"Mp1g06620"	"Mp1g06620"
"Mp1g06630"	"Mp1g06630"
"Mp1g06640"	"Mp1g06640"
"Mp1g06650"	"Mp1g06650"
"Mp1g06660"	"Mp1g06660"
"Mp1g06670"	"-"
"Mp1g06680"	"Mp1g06680"
"Mp1g06690"	"Mp1g06690"
"Mp1g06700"	"Mp1g06700"
"Mp1g06710"	"Mp1g06710"
"Mp1g06720"	"Mp1g06720"
"Mp1g06730"	"Mp1g06730"
"Mp1g06740"	"Mp1g06740"
"Mp1g06750"	"Mp1g06750"
"Mp1g06760"	"Mp1g06760"
"Mp1g06770"	"Mp1g06770"
"Mp1g06780"	"Mp1g06780"
"Mp1g06790"	"Mp1g06790"
"Mp1g06800"	"Mp1g06800"
"Mp1g06810"	"-"
"Mp1g06820"	"Mp1g06820"
"Mp1g06830"	"Mp1g06830"
"Mp1g06840"	"Mp1g06840"
"Mp1g06850"	"-"
"Mp1g06860"	"Mp1g06860"
"Mp1g06870"	"Mp1g06870"
"Mp1g06880"	"Mp1g06880"
"Mp1g06890"	"Mp1g06890"
"Mp1g06900"	"Mp1g06900"
"Mp1g06910"	"Mp1g06910"
"Mp1g06920"	"-"
"Mp1g06930"	"Mp1g06930"
"Mp1g06940"	"Mp1g06940"
"Mp1g06950"	"Mp1g06950"
"Mp1g06960"	"Mp1g06960"
"Mp1g06970"	"Mp1g06970"
"Mp1g06980"	"Mp1g06980"
"Mp1g06990"	"Mp1g06990"
"Mp1g07000"	"Mp1g07000"
"Mp1g07010"	"Mp1g07010"
"Mp1g07020"	"Mp1g07020"
"Mp1g07030"	"Mp1g07030"
"Mp1g07040"	"Mp1g07040"
"Mp1g07050"	"Mp1g07050"
"Mp1g07060"	"Mp1g07060"
"Mp1g07070"	"Mp1g07070"
"Mp1g07080"	"Mp1g07080"
"Mp1g07090"	"Mp1g07090"
"Mp1g07100"	"Mp1g07100"
"Mp1g07110"	"Mp1g07110"
"Mp1g07120"	"Mp1g07120"
"Mp1g07130"	"Mp1g07130"
"Mp1g07140"	"Mp1g07140"
"Mp1g07150"	"-"
"Mp1g07160"	"-"
"Mp1g07170"	"Mp1g07170"
"Mp1g07180"	"Mp1g07180"
"Mp1g07190"	"Mp1g07190"
"Mp1g07200"	"Mp1g07200"
"Mp1g07210"	"Mp1g07210"
"Mp1g07220"	"Mp1g07220"
"Mp1g07230"	"Mp1g07230"
"Mp1g07240"	"Mp1g07240"
"Mp1g07250"	"Mp1g07250"
"Mp1g07260"	"Mp1g07260"
"Mp1g07270"	"Mp1g07270"
"Mp1g07280"	"Mp1g07280"
"Mp1g07290"	"Mp1g07290"
"Mp1g07300"	"Mp1g07300"
"Mp1g07310"	"Mp1g07310"
"Mp1g07320"	"Mp1g07320"
"Mp1g07330"	"Mp1g07330"
"Mp1g07340"	"Mp1g07340"
"Mp1g07350"	"Mp1g07350"
"Mp1g07360"	"Mp1g07360"
"Mp1g07370"	"Mp1g07370"
"Mp1g07380"	"Mp1g07380"
"Mp1g07390"	"Mp1g07390"
"Mp1g07400"	"Mp1g07400"
"Mp1g07410"	"Mp1g07410"
"Mp1g07420"	"Mp1g07420"
"Mp1g07430"	"Mp1g07430"
"Mp1g07440"	"Mp1g07440"
"Mp1g07450"	"Mp1g07450"
"Mp1g07460"	"Mp1g07460"
"Mp1g07470"	"Mp1g07470"
"Mp1g07480"	"Mp1g07480"
"Mp1g07490"	"Mp1g07490"
"Mp1g07500"	"Mp1g07500"
"Mp1g07510"	"Mp1g07510"
"Mp1g07520"	"-"
"Mp1g07530"	"Mp1g07530"
"Mp1g07540"	"Mp1g07540"
"Mp1g07550"	"Mp1g07550"
"Mp1g07560"	"Mp1g07560"
"Mp1g07570"	"Mp1g07570"
"Mp1g07580"	"-"
"Mp1g07590"	"Mp1g07590"
"Mp1g07600"	"Mp1g07600"
"Mp1g07610"	"Mp1g07610"
"Mp1g07620"	"Mp1g07620"
"Mp1g07630"	"Mp1g07630"
"Mp1g07640"	"Mp1g07640"
"Mp1g07645"	"Mp1g07645"
"Mp1g07650"	"Mp1g07650"
"Mp1g07660"	"Mp1g07660"
"Mp1g07670"	"Mp1g07670"
"Mp1g07680"	"Mp1g07680"
"Mp1g07685"	"Mp1g07685"
"Mp1g07690"	"Mp1g07690"
"Mp1g07700"	"Mp1g07700"
"Mp1g07710"	"Mp1g07710"
"Mp1g07720"	"Mp1g07720"
"Mp1g07730"	"Mp1g07730"
"Mp1g07740"	"-"
"Mp1g07750"	"-"
"Mp1g07760"	"Mp1g07760"
"Mp1g07770"	"Mp1g07770"
"Mp1g07780"	"Mp1g07780"
"Mp1g07790"	"-"
"Mp1g07800"	"Mp1g07800"
"Mp1g07810"	"Mp1g07810"
"Mp1g07820"	"Mp1g07820"
"Mp1g07830"	"Mp1g07830"
"Mp1g07840"	"Mp1g07840"
"Mp1g07850"	"Mp1g07850"
"Mp1g07860"	"Mp1g07860"
"Mp1g07870"	"Mp1g07870"
"Mp1g07880"	"Mp1g07880"
"Mp1g07890"	"Mp1g07890"
"Mp1g07900"	"Mp1g07900"
"Mp1g07910"	"Mp1g07910"
"Mp1g07920"	"Mp1g07920"
"Mp1g07930"	"Mp1g07930"
"Mp1g07940"	"Mp1g07940"
"Mp1g07950"	"Mp1g07950"
"Mp1g07960"	"Mp1g07960"
"Mp1g07970"	"Mp1g07970"
"Mp1g07980"	"Mp1g07980"
"Mp1g07990"	"Mp1g07990"
"Mp1g08000"	"Mp1g08000"
"Mp1g08010"	"Mp1g08010"
"Mp1g08020"	"Mp1g08020"
"Mp1g08030"	"Mp1g08030"
"Mp1g08040"	"Mp1g08040"
"Mp1g08050"	"Mp1g08050"
"Mp1g08060"	"Mp1g08060"
"Mp1g08070"	"Mp1g08070"
"Mp1g08080"	"Mp1g08080"
"Mp1g08090"	"Mp1g08090"
"Mp1g08100"	"Mp1g08100"
"Mp1g08110"	"Mp1g08110"
"Mp1g08120"	"Mp1g08120"
"Mp1g08130"	"Mp1g08130"
"Mp1g08140"	"Mp1g08140"
"Mp1g08150"	"Mp1g08150"
"Mp1g08160"	"Mp1g08160"
"Mp1g08170"	"Mp1g08170"
"Mp1g08180"	"Mp1g08180"
"Mp1g08190"	"-"
"Mp1g08200"	"Mp1g08200"
"Mp1g08210"	"-"
"Mp1g08220"	"Mp1g08220"
"Mp1g08230"	"Mp1g08230"
"Mp1g08240"	"-"
"Mp1g08250"	"Mp1g08250"
"Mp1g08260"	"Mp1g08260"
"Mp1g08270"	"Mp1g08270"
"Mp1g08280"	"Mp1g08280"
"Mp1g08290"	"Mp1g08290"
"Mp1g08300"	"Mp1g08300"
"Mp1g08310"	"Mp1g08310"
"Mp1g08320"	"Mp1g08320"
"Mp1g08330"	"Mp1g08330"
"Mp1g08340"	"Mp1g08340"
"Mp1g08350"	"Mp1g08350"
"Mp1g08360"	"Mp1g08360"
"Mp1g08370"	"Mp1g08370"
"Mp1g08380"	"Mp1g08380"
"Mp1g08390"	"Mp1g08390"
"Mp1g08400"	"Mp1g08400"
"Mp1g08410"	"Mp1g08410"
"Mp1g08420"	"Mp1g08420"
"Mp1g08430"	"Mp1g08430"
"Mp1g08440"	"Mp1g08440"
"Mp1g08450"	"Mp1g08450"
"Mp1g08460"	"-"
"Mp1g08470"	"Mp1g08470"
"Mp1g08480"	"-"
"Mp1g08490"	"Mp1g08490"
"Mp1g08500"	"Mp1g08500"
"Mp1g08510"	"Mp1g08510"
"Mp1g08520"	"Mp1g08520"
"Mp1g08530"	"Mp1g08530"
"Mp1g08540"	"Mp1g08540"
"Mp1g08550"	"Mp1g08550"
"Mp1g08560"	"Mp1g08560"
"Mp1g08570"	"Mp1g08570"
"Mp1g08580"	"Mp1g08580"
"Mp1g08590"	"-"
"Mp1g08600"	"Mp1g08600"
"Mp1g08610"	"Mp1g08610"
"Mp1g08620"	"Mp1g08620"
"Mp1g08630"	"Mp1g08630"
"Mp1g08640"	"Mp1g08640"
"Mp1g08650"	"Mp1g08650"
"Mp1g08660"	"Mp1g08660"
"Mp1g08670"	"Mp1g08670"
"Mp1g08680"	"Mp1g08680"
"Mp1g08690"	"Mp1g08690"
"Mp1g08700"	"Mp1g08700"
"Mp1g08710"	"Mp1g08710"
"Mp1g08720"	"Mp1g08720"
"Mp1g08730"	"Mp1g08730"
"Mp1g08740"	"Mp1g08740"
"Mp1g08750"	"Mp1g08750"
"Mp1g08755"	"Mp1g08755"
"Mp1g08760"	"Mp1g08760"
"Mp1g08770"	"-"
"Mp1g08780"	"Mp1g08780"
"Mp1g08790"	"Mp1g08790"
"Mp1g08800"	"Mp1g08800"
"Mp1g08810"	"Mp1g08810"
"Mp1g08820"	"Mp1g08820"
"Mp1g08830"	"Mp1g08830"
"Mp1g08840"	"Mp1g08840"
"Mp1g08850"	"Mp1g08850"
"Mp1g08860"	"Mp1g08860"
"Mp1g08870"	"Mp1g08870"
"Mp1g08880"	"Mp1g08880"
"Mp1g08890"	"Mp1g08890"
"Mp1g08900"	"Mp1g08900"
"Mp1g08910"	"Mp1g08910"
"Mp1g08920"	"Mp1g08920"
"Mp1g08930"	"Mp1g08930"
"Mp1g08940"	"Mp1g08940"
"Mp1g08950"	"Mp1g08950"
"Mp1g08960"	"Mp1g08960"
"Mp1g08970"	"Mp1g08970"
"Mp1g08980"	"Mp1g08980"
"Mp1g08990"	"Mp1g08990"
"Mp1g09000"	"Mp1g09000"
"Mp1g09010"	"Mp1g09010"
"Mp1g09020"	"Mp1g09020"
"Mp1g09030"	"Mp1g09030"
"Mp1g09040"	"Mp1g09040"
"Mp1g09050"	"Mp1g09050"
"Mp1g09060"	"Mp1g09060"
"Mp1g09070"	"Mp1g09070"
"Mp1g09080"	"Mp1g09080"
"Mp1g09090"	"Mp1g09090"
"Mp1g09100"	"Mp1g09100"
"Mp1g09110"	"Mp1g09110"
"Mp1g09120"	"Mp1g09120"
"Mp1g09130"	"Mp1g09130"
"Mp1g09140"	"Mp1g09140"
"Mp1g09150"	"Mp1g09150"
"Mp1g09160"	"Mp1g09160"
"Mp1g09170"	"Mp1g09170"
"Mp1g09180"	"Mp1g09180"
"Mp1g09190"	"Mp1g09190"
"Mp1g09200"	"Mp1g09200"
"Mp1g09210"	"Mp1g09210"
"Mp1g09220"	"-"
"Mp1g09230"	"-"
"Mp1g09240"	"Mp1g09240"
"Mp1g09250"	"Mp1g09250"
"Mp1g09260"	"Mp1g09260"
"Mp1g09270"	"Mp1g09270"
"Mp1g09280"	"Mp1g09280"
"Mp1g09290"	"Mp1g09290"
"Mp1g09300"	"Mp1g09300"
"Mp1g09310"	"Mp1g09310"
"Mp1g09320"	"Mp1g09320"
"Mp1g09330"	"Mp1g09330"
"Mp1g09340"	"Mp1g09340"
"Mp1g09350"	"Mp1g09350"
"Mp1g09360"	"Mp1g09360"
"Mp1g09370"	"Mp1g09370"
"Mp1g09380"	"Mp1g09380"
"Mp1g09390"	"Mp1g09390"
"Mp1g09400"	"Mp1g09400"
"Mp1g09410"	"Mp1g09410"
"Mp1g09420"	"Mp1g09420"
"Mp1g09430"	"Mp1g09430"
"Mp1g09440"	"Mp1g09440"
"Mp1g09450"	"Mp1g09450"
"Mp1g09460"	"Mp1g09460"
"Mp1g09470"	"Mp1g09470"
"Mp1g09480"	"Mp1g09480"
"Mp1g09490"	"Mp1g09490"
"Mp1g09500"	"Mp1g09500"
"Mp1g09510"	"Mp1g09510"
"Mp1g09520"	"Mp1g09520"
"Mp1g09530"	"Mp1g09530"
"Mp1g09540"	"Mp1g09540"
"Mp1g09550"	"Mp1g09550"
"Mp1g09560"	"Mp1g09560"
"Mp1g09570"	"Mp1g09570"
"Mp1g09580"	"Mp1g09580"
"Mp1g09590"	"Mp1g09590"
"Mp1g09600"	"Mp1g09600"
"Mp1g09610"	"Mp1g09610"
"Mp1g09620"	"Mp1g09620"
"Mp1g09630"	"Mp1g09630"
"Mp1g09640"	"Mp1g09640"
"Mp1g09650"	"Mp1g09650"
"Mp1g09660"	"Mp1g09660"
"Mp1g09670"	"Mp1g09670"
"Mp1g09680"	"Mp1g09680"
"Mp1g09690"	"Mp1g09690"
"Mp1g09700"	"Mp1g09700"
"Mp1g09710"	"Mp1g09710"
"Mp1g09720"	"Mp1g09720"
"Mp1g09730"	"Mp1g09730"
"Mp1g09740"	"Mp1g09740"
"Mp1g09750"	"-"
"Mp1g09755"	"Mp1g09755"
"Mp1g09760"	"-"
"Mp1g09770"	"Mp1g09770"
"Mp1g09780"	"-"
"Mp1g09790"	"Mp1g09790"
"Mp1g09800"	"Mp1g09800"
"Mp1g09810"	"Mp1g09810"
"Mp1g09820"	"Mp1g09820"
"Mp1g09830"	"Mp1g09830"
"Mp1g09840"	"Mp1g09840"
"Mp1g09850"	"Mp1g09850"
"Mp1g09860"	"Mp1g09860"
"Mp1g09870"	"Mp1g09870"
"Mp1g09880"	"Mp1g09880"
"Mp1g09890"	"Mp1g09890"
"Mp1g09900"	"Mp1g09900"
"Mp1g09910"	"Mp1g09910"
"Mp1g09920"	"Mp1g09920"
"Mp1g09930"	"Mp1g09930"
"Mp1g09940"	"Mp1g09940"
"Mp1g09950"	"Mp1g09950"
"Mp1g09960"	"Mp1g09960"
"Mp1g09970"	"-"
"Mp1g09980"	"Mp1g09980"
"Mp1g09990"	"Mp1g09990"
"Mp1g10000"	"Mp1g10000"
"Mp1g10010"	"Mp1g10010"
"Mp1g10020"	"Mp1g10020"
"Mp1g10030"	"Mp1g10030"
"Mp1g10040"	"Mp1g10040"
"Mp1g10050"	"Mp1g10050"
"Mp1g10060"	"Mp1g10060"
"Mp1g10070"	"Mp1g10070"
"Mp1g10080"	"Mp1g10080"
"Mp1g10090"	"Mp1g10090"
"Mp1g10100"	"Mp1g10100"
"Mp1g10110"	"Mp1g10110"
"Mp1g10120"	"Mp1g10120"
"Mp1g10130"	"Mp1g10130"
"Mp1g10140"	"Mp1g10140"
"Mp1g10150"	"Mp1g10150"
"Mp1g10160"	"Mp1g10160"
"Mp1g10170"	"Mp1g10170"
"Mp1g10180"	"Mp1g10180"
"Mp1g10190"	"Mp1g10190"
"Mp1g10200"	"Mp1g10200"
"Mp1g10210"	"Mp1g10210"
"Mp1g10220"	"Mp1g10220"
"Mp1g10230"	"Mp1g10230"
"Mp1g10240"	"Mp1g10240"
"Mp1g10250"	"Mp1g10250"
"Mp1g10260"	"Mp1g10260"
"Mp1g10270"	"Mp1g10270"
"Mp1g10280"	"Mp1g10280"
"Mp1g10290"	"Mp1g10290"
"Mp1g10300"	"Mp1g10300"
"Mp1g10310"	"Mp1g10310"
"Mp1g10320"	"Mp1g10320"
"Mp1g10330"	"Mp1g10330"
"Mp1g10340"	"Mp1g10340"
"Mp1g10350"	"Mp1g10350"
"Mp1g10360"	"Mp1g10360"
"Mp1g10370"	"Mp1g10370"
"Mp1g10380"	"Mp1g10380"
"Mp1g10385a"	"Mp1g10385a"
"Mp1g10390"	"Mp1g10390"
"Mp1g10400"	"Mp1g10400"
"Mp1g10410"	"Mp1g10410"
"Mp1g10420"	"Mp1g10420"
"Mp1g10430"	"Mp1g10430"
"Mp1g10440"	"Mp1g10440"
"Mp1g10450"	"Mp1g10450"
"Mp1g10460"	"Mp1g10460"
"Mp1g10470"	"Mp1g10470"
"Mp1g10480"	"Mp1g10480"
"Mp1g10490"	"Mp1g10490"
"Mp1g10500"	"Mp1g10500"
"Mp1g10510"	"Mp1g10510"
"Mp1g10520"	"Mp1g10520"
"Mp1g10530"	"Mp1g10530"
"Mp1g10540"	"Mp1g10540"
"Mp1g10550"	"Mp1g10550"
"Mp1g10560"	"Mp1g10560"
"Mp1g10570"	"Mp1g10570"
"Mp1g10580"	"Mp1g10580"
"Mp1g10590"	"Mp1g10590"
"Mp1g10600"	"Mp1g10600"
"Mp1g10610"	"Mp1g10610"
"Mp1g10620"	"Mp1g10620"
"Mp1g10630"	"Mp1g10630"
"Mp1g10640"	"Mp1g10640"
"Mp1g10645a"	"Mp1g10645a"
"Mp1g10650"	"Mp1g10650"
"Mp1g10660"	"Mp1g10660"
"Mp1g10670"	"Mp1g10670"
"Mp1g10680"	"Mp1g10680"
"Mp1g10690"	"Mp1g10690"
"Mp1g10700"	"Mp1g10700"
"Mp1g10710"	"Mp1g10710"
"Mp1g10720"	"Mp1g10720"
"Mp1g10730"	"Mp1g10730"
"Mp1g10740"	"Mp1g10740"
"Mp1g10750"	"Mp1g10750"
"Mp1g10760"	"Mp1g10760"
"Mp1g10770"	"Mp1g10770"
"Mp1g10780"	"Mp1g10780"
"Mp1g10790"	"Mp1g10790"
"Mp1g10800"	"-"
"Mp1g10810"	"Mp1g10810"
"Mp1g10820"	"Mp1g10820"
"Mp1g10830"	"Mp1g10830"
"Mp1g10840"	"Mp1g10840"
"Mp1g10850"	"Mp1g10850"
"Mp1g10860"	"Mp1g10860"
"Mp1g10870"	"Mp1g10870"
"Mp1g10880"	"Mp1g10880"
"Mp1g10890"	"Mp1g10890"
"Mp1g10900"	"Mp1g10900"
"Mp1g10910"	"Mp1g10910"
"Mp1g10920"	"Mp1g10920"
"Mp1g10930"	"Mp1g10930"
"Mp1g10940"	"Mp1g10940"
"Mp1g10950"	"Mp1g10950"
"Mp1g10960"	"Mp1g10960"
"Mp1g10970"	"Mp1g10970"
"Mp1g10980"	"Mp1g10980"
"Mp1g10990"	"Mp1g10990"
"Mp1g11000"	"Mp1g11000"
"Mp1g11010"	"Mp1g11010"
"Mp1g11020"	"Mp1g11020"
"Mp1g11030"	"Mp1g11030"
"Mp1g11040"	"Mp1g11040"
"Mp1g11050"	"Mp1g11050"
"Mp1g11060"	"Mp1g11060"
"Mp1g11070"	"Mp1g11070"
"Mp1g11080"	"Mp1g11080"
"Mp1g11090"	"Mp1g11090"
"Mp1g11100"	"Mp1g11100"
"Mp1g11110"	"Mp1g11110"
"Mp1g11120"	"-"
"Mp1g11130"	"Mp1g11130"
"Mp1g11140"	"Mp1g11140"
"Mp1g11150"	"Mp1g11150"
"Mp1g11160"	"Mp1g11160"
"Mp1g11170"	"Mp1g11170"
"Mp1g11180"	"Mp1g11180"
"Mp1g11190"	"Mp1g11190"
"Mp1g11200"	"Mp1g11200"
"Mp1g11210"	"Mp1g11210"
"Mp1g11220"	"Mp1g11220"
"Mp1g11230"	"Mp1g11230"
"Mp1g11240"	"Mp1g11240"
"Mp1g11250"	"Mp1g11250"
"Mp1g11260"	"Mp1g11260"
"Mp1g11270"	"Mp1g11270"
"Mp1g11280"	"Mp1g11280"
"Mp1g11290"	"Mp1g11290"
"Mp1g11300"	"Mp1g11300"
"Mp1g11310"	"Mp1g11310"
"Mp1g11320"	"Mp1g11320"
"Mp1g11330"	"Mp1g11330"
"Mp1g11340"	"Mp1g11340"
"Mp1g11350"	"Mp1g11350"
"Mp1g11360"	"-"
"Mp1g11370"	"-"
"Mp1g11380"	"Mp1g11380"
"Mp1g11390"	"Mp1g11390"
"Mp1g11400"	"Mp1g11400"
"Mp1g11410"	"Mp1g11410"
"Mp1g11420"	"Mp1g11420"
"Mp1g11430"	"Mp1g11430"
"Mp1g11440"	"Mp1g11440"
"Mp1g11450"	"Mp1g11450"
"Mp1g11460"	"Mp1g11460"
"Mp1g11470"	"Mp1g11470"
"Mp1g11480"	"Mp1g11480"
"Mp1g11490"	"Mp1g11490"
"Mp1g11500"	"Mp1g11500"
"Mp1g11510"	"Mp1g11510"
"Mp1g11520"	"Mp1g11520"
"Mp1g11530"	"Mp1g11530"
"Mp1g11540"	"Mp1g11540"
"Mp1g11550"	"Mp1g11550"
"Mp1g11560"	"Mp1g11560"
"Mp1g11570"	"Mp1g11570"
"Mp1g11580"	"Mp1g11580"
"Mp1g11590"	"Mp1g11590"
"Mp1g11600"	"Mp1g11600"
"Mp1g11610"	"Mp1g11610"
"Mp1g11620"	"Mp1g11620"
"Mp1g11630"	"Mp1g11630"
"Mp1g11640"	"Mp1g11640"
"Mp1g11650"	"Mp1g11650"
"Mp1g11660"	"Mp1g11660"
"Mp1g11670"	"Mp1g11670"
"Mp1g11680"	"Mp1g11680"
"Mp1g11690"	"-"
"Mp1g11700"	"Mp1g11700"
"Mp1g11710"	"Mp1g11710"
"Mp1g11720"	"Mp1g11720"
"Mp1g11730"	"Mp1g11730"
"Mp1g11740"	"Mp1g11740"
"Mp1g11750"	"Mp1g11750"
"Mp1g11760"	"Mp1g11760"
"Mp1g11770"	"Mp1g11770"
"Mp1g11780"	"Mp1g11780"
"Mp1g11790"	"Mp1g11790"
"Mp1g11800"	"Mp1g11800"
"Mp1g11810"	"Mp1g11810"
"Mp1g11820"	"Mp1g11820"
"Mp1g11830"	"Mp1g11830"
"Mp1g11840"	"Mp1g11840"
"Mp1g11850"	"Mp1g11850"
"Mp1g11860"	"Mp1g11860"
"Mp1g11870"	"Mp1g11870"
"Mp1g11880"	"Mp1g11880"
"Mp1g11890"	"Mp1g11890"
"Mp1g11900"	"Mp1g11900"
"Mp1g11910"	"-"
"Mp1g11920"	"Mp1g11920"
"Mp1g11930"	"Mp1g11930"
"Mp1g11940"	"Mp1g11940"
"Mp1g11950"	"Mp1g11950"
"Mp1g11960"	"Mp1g11960"
"Mp1g11970"	"Mp1g11970"
"Mp1g11980"	"Mp1g11980"
"Mp1g11990"	"Mp1g11990"
"Mp1g12000"	"Mp1g12000"
"Mp1g12010"	"Mp1g12010"
"Mp1g12020"	"Mp1g12020"
"Mp1g12030"	"Mp1g12030"
"Mp1g12040"	"Mp1g12040"
"Mp1g12050"	"Mp1g12050"
"Mp1g12060"	"Mp1g12060"
"Mp1g12070"	"Mp1g12070"
"Mp1g12080"	"Mp1g12080"
"Mp1g12090"	"Mp1g12090"
"Mp1g12100"	"-"
"Mp1g12110"	"Mp1g12110"
"Mp1g12120"	"-"
"Mp1g12130"	"-"
"Mp1g12140"	"-"
"Mp1g12150"	"-"
"Mp1g12160"	"-"
"Mp1g12170"	"Mp1g12170"
"Mp1g12180"	"Mp1g12180"
"Mp1g12190"	"Mp1g12190"
"Mp1g12200"	"-"
"Mp1g12210"	"Mp1g12210"
"Mp1g12220"	"Mp1g12220"
"Mp1g12230"	"Mp1g12230"
"Mp1g12240"	"Mp1g12240"
"Mp1g12250"	"Mp1g12250"
"Mp1g12260"	"Mp1g12260"
"Mp1g12270"	"Mp1g12270"
"Mp1g12280"	"Mp1g12280"
"Mp1g12290"	"Mp1g12290"
"Mp1g12300"	"Mp1g12300"
"Mp1g12310"	"Mp1g12310"
"Mp1g12320"	"Mp1g12320"
"Mp1g12330"	"Mp1g12330"
"Mp1g12340"	"Mp1g12340"
"Mp1g12350"	"Mp1g12350"
"Mp1g12360"	"Mp1g12360"
"Mp1g12370"	"Mp1g12370"
"Mp1g12380"	"Mp1g12380"
"Mp1g12390"	"Mp1g12390"
"Mp1g12400"	"Mp1g12400"
"Mp1g12410"	"Mp1g12410"
"Mp1g12420"	"Mp1g12420"
"Mp1g12430"	"Mp1g12430"
"Mp1g12440"	"Mp1g12440"
"Mp1g12450"	"Mp1g12450"
"Mp1g12460"	"Mp1g12460"
"Mp1g12470"	"Mp1g12470"
"Mp1g12480"	"Mp1g12480"
"Mp1g12490"	"Mp1g12490"
"Mp1g12500"	"Mp1g12500"
"Mp1g12510"	"Mp1g12510"
"Mp1g12520"	"Mp1g12520"
"Mp1g12530"	"Mp1g12530"
"Mp1g12540"	"Mp1g12540"
"Mp1g12550"	"Mp1g12550"
"Mp1g12560"	"Mp1g12560"
"Mp1g12570"	"Mp1g12570"
"Mp1g12580"	"Mp1g12580"
"Mp1g12590"	"Mp1g12590"
"Mp1g12600"	"Mp1g12600"
"Mp1g12610"	"Mp1g12610"
"Mp1g12620"	"Mp1g12620"
"Mp1g12630"	"Mp1g12630"
"Mp1g12640"	"Mp1g12640"
"Mp1g12650"	"Mp1g12650"
"Mp1g12660"	"Mp1g12660"
"Mp1g12670"	"Mp1g12670"
"Mp1g12680"	"Mp1g12680"
"Mp1g12690"	"Mp1g12690"
"Mp1g12700"	"Mp1g12700"
"Mp1g12710"	"Mp1g12710"
"Mp1g12720"	"Mp1g12720"
"Mp1g12730"	"Mp1g12730"
"Mp1g12740"	"Mp1g12740"
"Mp1g12750"	"Mp1g12750"
"Mp1g12760"	"Mp1g12760"
"Mp1g12770"	"Mp1g12770"
"Mp1g12780"	"Mp1g12780"
"Mp1g12790"	"Mp1g12790"
"Mp1g12800"	"Mp1g12800"
"Mp1g12810"	"Mp1g12810"
"Mp1g12820"	"Mp1g12820"
"Mp1g12830"	"Mp1g12830"
"Mp1g12840"	"Mp1g12840"
"Mp1g12850"	"Mp1g12850"
"Mp1g12860"	"Mp1g12860"
"Mp1g12870"	"Mp1g12870"
"Mp1g12880"	"Mp1g12880"
"Mp1g12890"	"Mp1g12890"
"Mp1g12900"	"-"
"Mp1g12910"	"-"
"Mp1g12920"	"-"
"Mp1g12930"	"Mp1g12930"
"Mp1g12940"	"-"
"Mp1g12950"	"Mp1g12950"
"Mp1g12960"	"Mp1g12960"
"Mp1g12970"	"Mp1g12970"
"Mp1g12980"	"Mp1g12980"
"Mp1g12990"	"Mp1g12990"
"Mp1g13000"	"Mp1g13000"
"Mp1g13010"	"Mp1g13010"
"Mp1g13020"	"-"
"Mp1g13030"	"Mp1g13030"
"Mp1g13040"	"Mp1g13040"
"Mp1g13050"	"Mp1g13050"
"Mp1g13060"	"Mp1g13060"
"Mp1g13070"	"Mp1g13070"
"Mp1g13080"	"Mp1g13080"
"Mp1g13090"	"Mp1g13090"
"Mp1g13100"	"Mp1g13100"
"Mp1g13110"	"Mp1g13110"
"Mp1g13120"	"Mp1g13120"
"Mp1g13130"	"Mp1g13130"
"Mp1g13140"	"Mp1g13140"
"Mp1g13150"	"Mp1g13150"
"Mp1g13160"	"Mp1g13160"
"Mp1g13170"	"Mp1g13170"
"Mp1g13180"	"Mp1g13180"
"Mp1g13190"	"Mp1g13190"
"Mp1g13200"	"Mp1g13200"
"Mp1g13210"	"Mp1g13210"
"Mp1g13220"	"Mp1g13220"
"Mp1g13230"	"Mp1g13230"
"Mp1g13240"	"Mp1g13240"
"Mp1g13250"	"Mp1g13250"
"Mp1g13260"	"Mp1g13260"
"Mp1g13270"	"Mp1g13270"
"Mp1g13280"	"Mp1g13280"
"Mp1g13290"	"Mp1g13290"
"Mp1g13300"	"Mp1g13300"
"Mp1g13310"	"Mp1g13310"
"Mp1g13320"	"Mp1g13320"
"Mp1g13330"	"Mp1g13330"
"Mp1g13340"	"Mp1g13340"
"Mp1g13350"	"Mp1g13350"
"Mp1g13360"	"Mp1g13360"
"Mp1g13370"	"Mp1g13370"
"Mp1g13380"	"Mp1g13380"
